Text,Marked,Labels
மடல்கோலம்,மடல் + கோலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
துறவிகோலம்,துறவி + கோலம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செந்தமிழ்கோலம்,செம் + தமிழ் + கோலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செம்பொன்மணி,செம் + பொன் + மணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்வேல்,கதிர் + வேல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சிரமவேல்,சிரம் + வேல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அருங்கதை,அரும் + கதை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
செந்தழல்,செம் + தழல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுடர்வனம்,சுடர் + வனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பனிகோடு,பனி + கோடு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செழியகோலம்,செழியன் + கோலம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கடல்கோடு,கடல் + கோடு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மண்கோலம்,மண் + கோலம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வானிலி,வான் + இலி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
செந்தேனீர்,செம் + தேன் + நீர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சினவிழி,சினம் + விழி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வெண்சுடர்,வெண் + சுடர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சினமணி,சினம் + மணி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொற்கோலமணி,பொன் + கோலம் + மணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூந்தென்றல்,பூ + தென்றல், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
திண்கோலம்,திண் + கோலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சுடர்மழை,சுடர் + மழை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மதியொளி,மதி + ஒளி, NSP NSP NSP NSP SP NSP NSP NSP NSP
நிழல்வனம்,நிழல் + வனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பொன்மொழி,பொன் + மொழி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கடற்கோலம்,கடல் + கோலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வான்கதிர்,வான் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மலர்வனம்,மலர் + வனம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செந்தீவு,செம் + தீவு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
புயல்கதிர்,புயல் + கதிர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அரும்பொழில்,அரும் + பொழில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
மணித்துளி,மணி + துளி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அரும்பொன்,அரும் + பொன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செந்தமிழ்வனம்,செம் + தமிழ் + வனம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூங்கதிர்,பூ + கதிர், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சிந்தனை,சின்து + அணி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
செழியமண்,செழியன் + மண், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மணிமுத்து,மணி + முத்து, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
நிலாமணி,நிலா + மணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்ச்சுடர்,கதிர் + சுடர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பொன்மயில்,பொன் + மயில், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செங்கதிர்,செம் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அரும்பூ,அரும் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
குருதிநதி,குருதி + நதி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கானகமணி,கானகம் + மணி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
புயல்வனம்,புயல் + வனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பொற்கோலம்,பொன் + கோலம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வெண்கதிர்,வெண் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வானமணி,வான் + மணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மலர்கதிர்,மலர் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மண்விழி,மண் + விழி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கருங்கோடு,கரும் + கோடு, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைநெல்,மழை + நெல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலவுபூ,நிலவு + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
கதிர்பொன்,கதிர் + பொன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பனிமலை,பனி + மலை, NSP NSP NSP NSP SP NSP NSP NSP NSP
பூமாலை,பூ + மாலை, NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைநிழல்,மழை + நிழல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
சினப்பூ,சினம் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
வான்கொடி,வானம் + கொடி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பொன்மலர்,பொன் + மலர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைப்பெருக்கு,மழை + பெருக்கு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
முத்துக்கொடி,முத்து + கொடி, NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கதிர்நிலா,கதிர் + நிலா, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சோலைமணி,சோலை + மணி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூந்தென்,பூ + தேன், NSP NSP NSP SP NSP NSP NSP NSP NSP
நிழல்கதிர்,நிழல் + கதிர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பனிமழை,பனி + மழை, NSP NSP NSP NSP SP NSP NSP NSP NSP
வான்சினம்,வான் + சினம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
புயல்நிழல்,புயல் + நிழல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கதிர்மதி,கதிர் + மதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூந்தோப்பு,பூ + தோப்பு, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வான்கோடு,வான் + கோடு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செழியமதி,செழியன் + மதி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொன்மழை,பொன் + மழை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மணிமழை,மணி + மழை, NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்ப்பொழில்,கதிர் + பொழில், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சினவெளி,சினம் + வெளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலாக்கதிர்,நிலா + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பனித்துளி,பனி + துளி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மலர்ச்சுடர்,மலர் + சுடர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செழியமரம்,செழியன் + மரம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைச்சுடர்,மழை + சுடர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கதிர்மலர்,கதிர் + மலர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூந்துளி,பூ + துளி, NSP NSP NSP SP NSP NSP NSP NSP NSP
வான்மழை,வான் + மழை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பொன்விழி,பொன் + விழி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செந்துளி,செம் + துளி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பொன்மதி,பொன் + மதி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சின்மழை,சினம் + மழை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூமணி,பூ + மணி, NSP NSP NSP SP NSP NSP NSP NSP
பனிச்சுடர்,பனி + சுடர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மழைக்கதிர்,மழை + கதிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மழைப்பூ,மழை + பூ, NSP NSP NSP NSP SP NSP NSP NSP
சுடர்நதி,சுடர் + நதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மணிமதி,மணி + மதி, NSP NSP NSP NSP SP NSP NSP NSP NSP
பனிமதி,பனி + மதி, NSP NSP NSP NSP SP NSP NSP NSP NSP
வான்நிழல்,வான் + நிழல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செழியபூ,செழியன் + பூ, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
சோலைமலர்,சோலை + மலர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மணிவிழி,மணி + விழி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பொன்கதிர்,பொன் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வான்மதி,வான் + மதி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூமழை,பூ + மழை, NSP NSP NSP SP NSP NSP NSP NSP
பூவிழி,பூ + விழி, NSP NSP NSP SP NSP NSP NSP NSP NSP
கதிர்ப்பூ,கதிர் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
பூமதி,பூ + மதி, NSP NSP NSP SP NSP NSP NSP NSP
மழைநதி,மழை + நதி, NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்மாலை,கதிர் + மாலை, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூம்பொழில்,பூ + பொழில், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
மழைக்கொடி,மழை + கொடி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வான்விழி,வான் + விழி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செந்தமிழ்சுடர்,செம் + தமிழ் + சுடர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பூங்கொடி,பூ + கொடி, NSP NSP NSP SP NSP NSP NSP NSP NSP
செம்மழை,செம் + மழை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்ப்பொன்,கதிர் + பொன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மண்நதி,மண் + நதி, NSP NSP NSP NSP SP NSP NSP NSP NSP
நிலவுதுளி,நிலவு + துளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூந்தொடி,பூ + தொடி, NSP NSP NSP SP NSP NSP NSP NSP NSP
கதிர்க்கொடி,கதிர் + கொடி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுடர்கழல்,சுடர் + கழல், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பனிக்கதிர்,பனி + கதிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
செழியவனம்,செழியன் + வனம், NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வானகொடி,வானம் + கொடி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூவனம்,பூ + வனம், NSP NSP NSP SP NSP NSP NSP NSP NSP
கதிர்வனம்,கதிர் + வனம், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைக்கழல்,மழை + கழல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சுடர்த்தேன்,சுடர் + தேன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூந்தேர்,பூ + தேர், NSP NSP NSP SP NSP NSP NSP NSP NSP
பனித்தேன்,பனி + தேன், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மணிக்கதிர்,மணி + கதிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பூவெண்,பூ + வெண், NSP NSP NSP SP NSP NSP NSP NSP NSP
பனிவனம்,பனி + வனம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைப்பொழில்,மழை + பொழில், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
சுடர்ப்பூ,சுடர் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
செழியநதி,செழியன் + நதி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கதிர்முத்து,கதிர் + முத்து, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
பூத்துளி,பூ + துளி, NSP NSP NSP SP NSP NSP NSP NSP NSP
மழைப்பொன்,மழை + பொன், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கதிர்த்துளி,கதிர் + துளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலவுக்கதிர்,நிலவு + கதிர், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வான்க்கதிர்,வான் + கதிர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
பூத்தேன்,பூ + தேன், NSP NSP NSP SP NSP NSP NSP NSP NSP
மண்மலர்,மண் + மலர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வான்த்துளி,வான் + துளி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலாமழை,நிலா + மழை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பூம்பனி,பூ + பனி, NSP NSP NSP SP NSP NSP NSP NSP
கதிர்த்தேன்,கதிர் + தேன், NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செழியவிழி,செழியன் + விழி, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலவுமதி,நிலவு + மதி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
செந்தேர்,செம் + தேர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூங்கழல்,பூ + கழல், NSP NSP NSP SP NSP NSP NSP NSP NSP
செழியமலை,செழியன் + மலை, NSP NSP NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சுடர்த்துளி,சுடர் + துளி, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நிலாமலர்,நிலா + மலர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூநதி,பூ + நதி, NSP NSP NSP SP NSP NSP NSP NSP
நேயெனக்கு,நீ + எனக்கு, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அதெந்த,அது + எந்த, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
இலையது,இலை + அது, NSP NSP NSP NSP SP NSP NSP NSP NSP
கலையிலக்கு,கலை + இலக்கு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
மேயங்கு,மே + இங்கு, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நமூர்,நம் + ஊர், NSP NSP NSP NSP SP NSP NSP NSP NSP
இதாங்கு,இது + அங்கு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உனறம்,உன் + அறம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
எமுரை,எம் + உரை, NSP NSP NSP NSP SP NSP NSP NSP NSP
இவளாகும்,இவள் + ஆகும், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அவனன்றான்,அவன் + என்றான், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
அவருதவி,அவர் + உதவி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கையெடுத்தல்,கை + எடுத்தல், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
சாரிடம்,சார் + இடம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
இதுஏன்,இது + ஏன், NSP NSP NSP NSP SP NSP NSP NSP NSP
போயெங்கே,போ + எங்கே, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
எதுவாகும்,எது + ஆகும், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நானடைவேன்,நான் + அடைவேன், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
நீயேன்,நீ + ஏன், NSP NSP NSP SP NSP NSP NSP NSP
அதிங்கே,அது + இங்கே, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அதுவவன்,அது + அவன், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அவரொப்பனை,அவர் + ஒப்பனை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
இதொவ்வொரு,இது + ஒவ்வொரு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
உனூக்கம்,உன் + ஊக்கம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அவனங்கு,அவன் + அங்கு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
உள்ளிடம்,உள் + இடம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கீழூர்,கீழ் + ஊர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
மேலடி,மேல் + அடி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கையாடு,கை + ஆடு, NSP NSP NSP SP NSP NSP NSP NSP
கதையது,கதை + இது, NSP NSP NSP NSP SP NSP NSP NSP NSP
வழியிருக்கிறது,வழி + இருக்கிறது, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நீரலை,நீர் + அலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அடியுதவியாளர்,அடி + உதவியாளர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
இலையுதவி,இலை + உதவி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சோறேந்தி,சோறு + ஏந்தி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மழையடி,மழை + அடி, NSP NSP NSP NSP SP NSP NSP NSP NSP
பசியடக்குதல்,பசி + அடக்குதல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP NSP
நீயொப்புதல்,நீ + ஒப்புதல், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
தாயுண்மை,தாய் + உண்மை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
தேரெழுத்து,தேர் + எழுத்து, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கண்ண்பிடி,கண் + பிடி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பத்தெரு,பல் + தெரு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பூங்கதை,பூஞ் + கதை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
சொன்னூல்,சொல் + நூல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
விளைப்பசி,விளை + பசி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ஆண்பெயர்,ஆள் + பெயர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கூர்பசி,கூழ் + பசி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
பற்காய்,பல் + காய், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செம்பசி,செம் + பசி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
கற்பாறை,கல் + பாறை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மண்ண்குளம்,மண் + குளம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
புன்னூல்,புன் + நூல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வாள்படை,வாள் + படை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
தென்பக்கம்,தென் + பக்கம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
தண்காற்று,தண் + காற்று, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
தண்பனி,தண் + பனி, NSP NSP NSP NSP SP NSP NSP NSP NSP
மண்டிரண்டு,மண் + திரண்டு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
கள்மூட்டுக்,கல் + மூட்டுக், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
பழம்பொதி,பழம் + பொதி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வண்கூடு,வண் + கூடு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
கண்ண்புரை,கண் + புரை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
பல்வீடு,பல் + வீடு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
செம்போர்,செம் + போர், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
புட்பறவை,புள் + பறவை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தொன்கதை,தொல் + கதை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
தள்குணம்,தள் + குணம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நீள்பறவை,நீள் + பறவை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
ஆண்பணி,ஆள் + பணி, NSP NSP NSP NSP SP NSP NSP NSP NSP
பற்கதை,பல் + கதை, NSP NSP NSP NSP SP NSP NSP NSP NSP
வாள்பாய்ச்சி,வாள் + பாய்ச்சி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP NSP
கற்பிளவு,கல் + பிளவு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
வண்கதிர்,வண் + கதிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மண்ண்பயிர்,மண் + பயிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
கண்ண்புண்ணி,கண் + புண்ணி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
வாள்பாடல்,வாள் + பாடல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மேபார்,மே + பார், NSP NSP NSP SP NSP NSP NSP NSP NSP
நீபோ,நீ + போ, NSP NSP NSP SP NSP NSP NSP
அதுசுமை,அது + சுமை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
இங்குபோ,இங்கு + போ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
நான்சொல்,நான் + சொல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
அதுதொடர்,அது + தொடர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
எதுபரிசு,எது + பரிசு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
அதுகதவு,அது + கதவு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நீநட,நீ + நட, NSP NSP NSP SP NSP NSP NSP
அதுபயணம்,அது + பயணம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
மேகொடி,மே + கொடி, NSP NSP NSP SP NSP NSP NSP NSP NSP
நீபக்கம்,நீ + பக்கம், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அதுவழி,அது + வழி, NSP NSP NSP NSP SP NSP NSP NSP NSP
இதுபயிர்,இது + பயிர், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
எதுதெரு,எது + தெரு, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நான்பணம்,நான் + பணம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
இதுமுடி,இது + முடி, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நீபெயர்,நீ + பெயர், NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
எங்குபோ,எங்கு + போ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
அதுபலம்,அது + பலம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
நீதேர்வு,நீ + தேர்வு, NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
அதுபாடம்,அது + பாடம், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
எதுவலை,எது + வலை, NSP NSP NSP NSP SP NSP NSP NSP NSP
இதுகதை,இது + கதை, NSP NSP NSP NSP SP NSP NSP NSP NSP
நீமுன்,நீ + முன், NSP NSP NSP SP NSP NSP NSP NSP NSP
மாபல்,மா + பல், NSP NSP NSP SP NSP NSP NSP NSP
தேர்வரை,தேர் + வரை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
போர்கடல்,போர் + கடல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
சோறுபழம்,சோறு + பழம், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
வாரிகெடுதல்,வாரி + கெடுதல், NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP NSP
வீடுபடி,வீடு + படி, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
ஓடுசுழல்,ஓடு + சுழல், NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP
நாடுசுற்று,நாடு + சுற்று, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
காடுகொல்லை,காடு + கொல்லை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP NSP NSP
கோடுமாலை,கோடு + மாலை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
புதுவீடு,புது + வீடு, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
மதுபாலை,மது + பாலை, NSP NSP NSP NSP SP NSP NSP NSP NSP NSP
தளிர்பூ,தளிர் + பூ, NSP NSP NSP NSP NSP NSP SP NSP NSP NSP
திருகதை,திரு + கதை, NSP NSP NSP NSP NSP SP NSP NSP NSP NSP
அருங்கதை,அரு + கதை, NSP NSP NSP NSP SP NSP NSP NSP NSP
பூவலி,பூ + வலி, NSP NSP NSP SP NSP NSP NSP NSP
